当年劝奶奶少喝酒的医生 都走了[捂脸][捂脸] 1⁠2⁠-⁠1⁠6⁠
哈哈哈哈哈又要喝酒 1⁠2⁠-⁠1⁠6⁠
中午喝才好，你晓得个铲铲[捂脸] 1⁠2⁠-⁠1⁠6⁠
我觉得我和奶奶好像哦[捂脸]酒量西撇，还爱喝酒 3⁠5⁠分⁠钟⁠前⁠
@Kelly @霁月 5⁠6⁠分⁠钟⁠前⁠
有酒喝，走路都不用拐棍啦[笑哭][笑哭] 1⁠小⁠时⁠前⁠
😄[捂脸][捂脸]我看到了我以后 1⁠小⁠时⁠前⁠
奶奶好像有点瘦了哦[送心] 2⁠小⁠时⁠前⁠
@我是小怪兽妈妈。✨ @千里马呢 3⁠小⁠时⁠前⁠
可爱的奶奶，每天都要翻看你的视频 4⁠小⁠时⁠前⁠
奶奶好可爱[666] 4⁠小⁠时⁠前⁠
每天一小杯还是可以的，对身体好，但是不要贪杯 4⁠小⁠时⁠前⁠
我好像看见了国珍的产品 4⁠小⁠时⁠前⁠
超级喜欢奶奶👵慈祥的笑脸 5⁠小⁠时⁠前⁠
可以喝一点 活血化瘀 5⁠小⁠时⁠前⁠
我太喜欢奶奶了，[捂脸] 5⁠小⁠时⁠前⁠
奶奶的项链，鬼气逼人噶[呲牙] 6⁠小⁠时⁠前⁠
额豁雀雀儿ON[捂脸]。 6⁠小⁠时⁠前⁠
哈哈哈哈。一看就是天天找酒的奶奶。跟你们做斗争[捂脸][捂脸] 7⁠小⁠时⁠前⁠
你那个铲铲我的白酒呢[捂脸]白酒去哪里了[捂脸] 7⁠小⁠时⁠前⁠
其实可以少喝一些啦 8⁠小⁠时⁠前⁠
哈哈。奶奶太好耍了。 8⁠小⁠时⁠前⁠
想学奶奶👵无酒不欢 1⁠1⁠小⁠时⁠前⁠
奶奶戴的那串翡翠冰珠可以哦 1⁠2⁠小⁠时⁠前⁠
我看了几小时，全部视频都看完了[捂脸] 1⁠3⁠小⁠时⁠前⁠
我就知道，那么就没更新肯定是生宝宝了 1⁠3⁠小⁠时⁠前⁠
[抠鼻]茅台集团旗下的汉酱酒，识货[赞] 1⁠4⁠小⁠时⁠前⁠
什么？？？ 还没有更新 1⁠4⁠小⁠时⁠前⁠
等不及更新[比心] 1⁠4⁠小⁠时⁠前⁠
中午喝才好，早晚都得醉[泪奔] 1⁠4⁠小⁠时⁠前⁠
怎么不更新啦 1⁠5⁠小⁠时⁠前⁠
小姐姐 生了呀.恭喜恭喜.弟弟还是妹妹呀[鼓掌][鼓掌][鼓掌] 1⁠5⁠小⁠时⁠前⁠
宵夜喝了二两泡的酒 1⁠5⁠小⁠时⁠前⁠
感觉奶奶瘦了 1⁠5⁠小⁠时⁠前⁠
@沛沛🍚 1⁠5⁠小⁠时⁠前⁠
蔡蔡我在腾讯新闻看到奶奶了～～[玫瑰] 昨⁠天⁠2⁠3⁠:⁠2⁠2⁠
@杨梓钰sheep. @竹原 看衣服 昨⁠天⁠2⁠3⁠:⁠0⁠0⁠
腾讯新闻长篇报道[赞]牛了奶奶 火的很 昨⁠天⁠2⁠2⁠:⁠5⁠0⁠
奶奶上腾讯新闻啦[呲牙][呲牙][呲牙] 昨⁠天⁠2⁠1⁠:⁠5⁠2⁠
可爱的奶奶，上腾讯新闻啦[鼓掌][鼓掌][鼓掌] 昨⁠天⁠2⁠1⁠:⁠5⁠0⁠
喝上腾讯新闻了 昨⁠天⁠2⁠1⁠:⁠3⁠8⁠
刚刚看见奶奶上腾讯新闻啦[耶][玫瑰] 昨⁠天⁠2⁠1⁠:⁠3⁠3⁠
柜子有点乱[呲牙] 昨⁠天⁠2⁠1⁠:⁠1⁠2⁠
明天冬至了，带奶奶来吃羊肉汤[勾引] 昨⁠天⁠2⁠1⁠:⁠0⁠9⁠
奶奶👵真想去成都看你、太喜欢你了、祝您永远健康快乐！[赞][玫瑰] 昨⁠天⁠2⁠0⁠:⁠4⁠8⁠
奶奶好可爱，都快成追剧了。 昨⁠天⁠2⁠0⁠:⁠4⁠0⁠
我们茅台汉将白酒 昨⁠天⁠2⁠0⁠:⁠0⁠3⁠
好喜欢奶奶 昨⁠天⁠1⁠9⁠:⁠3⁠8⁠
汉酱，我们茅台酒厂出的，好喝惨了。 昨⁠天⁠1⁠9⁠:⁠2⁠3⁠
奶奶戴两条项链[捂脸][捂脸][捂脸] 昨⁠天⁠1⁠8⁠:⁠4⁠5⁠
自贡老乡，老奶奶支持你，但要少晕两口哟[捂脸] 昨⁠天⁠1⁠7⁠:⁠4⁠8⁠
我在怀疑当年爷爷可能就是被奶奶喝醉了娶的 昨⁠天⁠1⁠7⁠:⁠4⁠8⁠
@❤️没有腹肌不改名 这仿佛看到了我未来的样子[捂脸][捂脸][捂脸] 昨⁠天⁠1⁠7⁠:⁠2⁠7⁠
我奶奶生前也爱喝酒，岁数也蛮大的 昨⁠天⁠1⁠7⁠:⁠1⁠3⁠
快更新[捂脸] 昨⁠天⁠1⁠5⁠:⁠3⁠2⁠
我奶奶八十好几，也是一天两顿酒，没有酒就不吃饭发脾气 昨⁠天⁠1⁠5⁠:⁠2⁠1⁠
我爷爷有次偷偷喝酒，结果偷喝到白醋[捂脸][捂脸] 昨⁠天⁠1⁠4⁠:⁠5⁠4⁠
这个杯杯[不看]，这是四川还是重庆的方言呀，太好听了 昨⁠天⁠1⁠4⁠:⁠3⁠9⁠
汉酱吗 昨⁠天⁠1⁠4⁠:⁠1⁠9⁠
我奶奶92岁，也是超级爱喝白酒[捂脸] 昨⁠天⁠1⁠4⁠:⁠1⁠8⁠
奶奶的发型[呲牙] 昨⁠天⁠1⁠4⁠:⁠0⁠4⁠
转发 • 哈哈哈哈太爱奶奶👵了@蔡昀恩 @小马和小小马 昨⁠天⁠1⁠3⁠:⁠5⁠8⁠
坏人不给奶奶喝酒[捂脸][捂脸] 昨⁠天⁠1⁠3⁠:⁠5⁠0⁠
奶奶上鸟瞰中国啦 [鼓掌] 昨⁠天⁠1⁠3⁠:⁠0⁠8⁠
汉酱不赖 昨⁠天⁠1⁠2⁠:⁠3⁠6⁠
奶奶太可爱了 昨⁠天⁠1⁠2⁠:⁠3⁠6⁠
奶奶太可爱了 昨⁠天⁠1⁠2⁠:⁠3⁠6⁠
从新闻热乎着过来[泣不成声] 昨⁠天⁠1⁠2⁠:⁠3⁠4⁠
刚刚看到你接受深圳卫视的采访了啊，奶奶现在可是全国大名人[大笑][大笑][大笑] 昨⁠天⁠1⁠2⁠:⁠3⁠4⁠
@Ade. 太可爱了这个奶奶 哈哈哈你看她其他视频 昨⁠天⁠1⁠2⁠:⁠3⁠3⁠
咋没听到姐姐的笑呢[捂脸][捂脸] 昨⁠天⁠1⁠1⁠:⁠2⁠9⁠
祝奶奶身体健康，干杯🍻[捂脸][捂脸] 昨⁠天⁠1⁠1⁠:⁠2⁠9⁠
嘿嘿嘿，爱喝酒的奶奶，藏那么深都被找到了[捂脸] 昨⁠天⁠1⁠1⁠:⁠0⁠6⁠
小菜生了吗 昨⁠天⁠1⁠0⁠:⁠0⁠9⁠
好和蔼可亲的奶奶👵[鼓掌][666] 昨⁠天⁠0⁠9⁠:⁠4⁠9⁠
拿着酒瓶拐杖都不要了[捂脸][捂脸][捂脸] 昨⁠天⁠0⁠8⁠:⁠4⁠0⁠
真的是一个轮回，活成了小孩[耶] 昨⁠天⁠0⁠8⁠:⁠3⁠4⁠
@Lzw 昨⁠天⁠0⁠8⁠:⁠2⁠3⁠
酒是粮食精越喝越年轻。[偷笑][呲牙][捂脸] 昨⁠天⁠0⁠7⁠:⁠3⁠7⁠
奶奶就爱喝白酒[捂脸] 昨⁠天⁠0⁠7⁠:⁠0⁠2⁠
😊😊奶奶好幸福哦！[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰] 昨⁠天⁠0⁠5⁠:⁠5⁠2⁠
奶奶还不更新？？😘 昨⁠天⁠0⁠0⁠:⁠5⁠4⁠
@haha 喝酒的嘛 昨⁠天⁠0⁠0⁠:⁠2⁠9⁠
@清风 2⁠天⁠前⁠
