搞了半天才听出来放的啥歌 0⁠2⁠-⁠2⁠0⁠
姑婆套路深哟 0⁠2⁠-⁠2⁠0⁠
居然还和违和感 0⁠2⁠-⁠2⁠0⁠
@过客. 厉害了😂😂 昨⁠天⁠2⁠3⁠:⁠2⁠2⁠
套路[赞] 昨⁠天⁠1⁠8⁠:⁠2⁠0⁠
@半罐罐🧘🏻♀️ 昨⁠天⁠1⁠4⁠:⁠4⁠0⁠
喜欢罗姑婆[呲牙] 2⁠天⁠前⁠
大姐，你橱窗里少点洗衣液，刚好我生产[害羞][害羞] 3⁠天⁠前⁠
乖孙女有男朋友吗[泣不成声] 3⁠天⁠前⁠
哈哈哈哈哈 1⁠2⁠-⁠1⁠8⁠
@Multi-lover @银河私有物 我不是很行[泪奔][泪奔][泪奔][泪奔][泪奔] 1⁠2⁠-⁠1⁠8⁠
@Multi-lover @银河私有物 我不是很行[泪奔][泪奔][泪奔][泪奔][泪奔] 1⁠2⁠-⁠1⁠8⁠
@萌萌的美楠 [捂脸] 1⁠2⁠-⁠1⁠8⁠
@瘦咩咩 1⁠2⁠-⁠1⁠8⁠
@M~ 1⁠2⁠-⁠1⁠8⁠
@小蒋蒋蒋蒋蒋蒋 [捂脸][捂脸] 1⁠2⁠-⁠1⁠7⁠
@😧 1⁠2⁠-⁠1⁠7⁠
@ItsY0urSeven_ 1⁠2⁠-⁠1⁠6⁠
哈哈姑婆你笑s我了[捂脸] 1⁠2⁠-⁠1⁠6⁠
@洋妞 1⁠2⁠-⁠1⁠5⁠
@小张老师🌱：@寂 [泣不成声][泣不成声]笑死我了哈哈哈哈 1⁠2⁠-⁠1⁠4⁠
果然姑婆是我嗯四川的 1⁠2⁠-⁠1⁠3⁠
@寂 [泣不成声][泣不成声]笑死我了哈哈哈哈 1⁠2⁠-⁠1⁠2⁠
@邪 闺蜜look 别个咋个打牌的 1⁠2⁠-⁠1⁠2⁠
@pampas 我说的那个姑婆就是她哈哈哈哈 1⁠2⁠-⁠1⁠2⁠
转发 • 11¥ 1⁠2⁠-⁠1⁠1⁠
[赞][赞][赞][赞][赞][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][给力][给力][给力][给力][给力][胡瓜][胡瓜][胡瓜][胡瓜][胡瓜][心][心][心][心][心][玫瑰][玫瑰] 1⁠2⁠-⁠1⁠0⁠
@☀️ 1⁠2⁠-⁠0⁠8⁠
@林然eve 以前看过的昨天打了过后又来看笑死了 1⁠2⁠-⁠0⁠8⁠
@四两max @刘vv啊 @jinx 哈哈哈哈哈哈哈哈 1⁠2⁠-⁠0⁠8⁠
九年教育尽沧桑，十年寒窗以冻伤，姑婆文采太优秀，我等双击666 1⁠2⁠-⁠0⁠7⁠
[666][666][666] 1⁠2⁠-⁠0⁠7⁠
@你爱笑吗 1⁠2⁠-⁠0⁠6⁠
@Aurora0424 1⁠2⁠-⁠0⁠5⁠
天哪好喜欢你[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸] 1⁠2⁠-⁠0⁠5⁠
@要有多巧 @深河 1⁠2⁠-⁠0⁠5⁠
@卷卷 1⁠2⁠-⁠0⁠5⁠
哈哈 1⁠2⁠-⁠0⁠5⁠
转发 • 哈哈哈哈哈哈哈嗝
我的妈啊 1⁠2⁠-⁠0⁠5⁠
哈哈哈哈哈哈哈嗝 1⁠2⁠-⁠0⁠5⁠
@浅念° 1⁠2⁠-⁠0⁠5⁠
麻身 1⁠2⁠-⁠0⁠5⁠
@@L.. 1⁠2⁠-⁠0⁠5⁠
@于子豪 河南麻神 1⁠2⁠-⁠0⁠4⁠
哈哈哈哈哈哈哈 1⁠2⁠-⁠0⁠4⁠
好吊[捂脸] 1⁠2⁠-⁠0⁠4⁠
@慢慢相遇- 1⁠2⁠-⁠0⁠4⁠
优秀[玫瑰] 1⁠2⁠-⁠0⁠4⁠
哈哈哈哈 1⁠2⁠-⁠0⁠4⁠
哈哈哈哈 1⁠2⁠-⁠0⁠4⁠
@´▽｀ 1⁠2⁠-⁠0⁠4⁠
@37.2℃ 1⁠2⁠-⁠0⁠3⁠
[捂脸] 1⁠2⁠-⁠0⁠3⁠
碰2万，杠5万，你34－6万怎么胡 1⁠2⁠-⁠0⁠3⁠
@翁翁翁 1⁠2⁠-⁠0⁠3⁠
@想睡懒觉 1⁠2⁠-⁠0⁠2⁠
翻我 1⁠2⁠-⁠0⁠2⁠
@颖哥★ 1⁠2⁠-⁠0⁠2⁠
[捂脸] 1⁠2⁠-⁠0⁠1⁠
@胡人muscle 1⁠2⁠-⁠0⁠1⁠
笑死我了大半夜的[泣不成声] 1⁠2⁠-⁠0⁠1⁠
@他不回来了 1⁠1⁠-⁠3⁠0⁠
@木子青争 [笑哭][笑哭] 1⁠1⁠-⁠3⁠0⁠
@专杀暴躁杰瑞 眼镜 小鸟 1⁠1⁠-⁠3⁠0⁠
转发 • [赞] 1⁠1⁠-⁠3⁠0⁠
[流泪] 1⁠1⁠-⁠3⁠0⁠
宝藏姑婆[捂脸] 1⁠1⁠-⁠3⁠0⁠
去年过年就是看那个打牌视频，我马上都快过年的钱还没有还完。又想骗我 1⁠1⁠-⁠3⁠0⁠
哈哈哈[捂脸] 1⁠1⁠-⁠3⁠0⁠
[赞][赞][赞][赞][赞][鼓掌][鼓掌][鼓掌][鼓掌] 1⁠1⁠-⁠3⁠0⁠
@满天都是小星星、 1⁠1⁠-⁠3⁠0⁠
@跨栏的G-Ting 1⁠1⁠-⁠3⁠0⁠
@跨栏的G-Ting 1⁠1⁠-⁠3⁠0⁠
@溺 1⁠1⁠-⁠3⁠0⁠
@泡泡✨ 1⁠1⁠-⁠3⁠0⁠
@白夜❤️哈哈哈哈哈嗝 1⁠1⁠-⁠3⁠0⁠
@🍃 哈哈哈 1⁠1⁠-⁠3⁠0⁠
@两点睡 1⁠1⁠-⁠3⁠0⁠
哈哈哈，笑死我了，绝对影帝[捂脸][捂脸] 1⁠1⁠-⁠3⁠0⁠
泫雅的麻烦制造者[泪奔] 1⁠1⁠-⁠3⁠0⁠
小姐姐挺好看的 1⁠1⁠-⁠3⁠0⁠
BGM《Trouble Maker》 1⁠1⁠-⁠3⁠0⁠
笑死我了 1⁠1⁠-⁠3⁠0⁠
看了n遍也没搞清么子套路 1⁠1⁠-⁠2⁠9⁠
实在上头[捂脸] 1⁠1⁠-⁠2⁠9⁠
原来打麻将还能这么猜测 1⁠1⁠-⁠2⁠9⁠
原来打麻将还能这么猜测 1⁠1⁠-⁠2⁠9⁠
@原缘鸢 这个才 1⁠1⁠-⁠2⁠9⁠
@分携如昨 想打麻将 1⁠1⁠-⁠2⁠9⁠
@PU研芯 [捂脸][捂脸][捂脸] 1⁠1⁠-⁠2⁠9⁠
@坏人 1⁠1⁠-⁠2⁠9⁠
摸错牌了[捂脸] 1⁠1⁠-⁠2⁠9⁠
@MD_洋洋 1⁠1⁠-⁠2⁠9⁠
@咖哩🐰 1⁠1⁠-⁠2⁠9⁠
杠了也要给钱 1⁠1⁠-⁠2⁠7⁠
都是上腾讯新闻了 厉害哦[可爱] 1⁠1⁠-⁠2⁠3⁠
@三文鱼 1⁠1⁠-⁠2⁠2⁠
@琳妹妹yia 1⁠1⁠-⁠2⁠1⁠
两个人打麻将[小鼓掌][小鼓掌][小鼓掌][小鼓掌][小鼓掌][小鼓掌][小鼓掌] 1⁠1⁠-⁠2⁠0⁠
这不是我爷么。。。。@太子 1⁠1⁠-⁠2⁠0⁠
这不是我爷么。。。。@太子 1⁠1⁠-⁠2⁠0⁠
